id,Action Type,Work Type,Value,Location_id 
26172,NEW,Plan Review,$252908.00,
26173,NEW,Plan Review,$659945.00,
26174,NEW,Plan Review,$793261.00,
26175,NEW,Plan Review,$565209.00,
26176,NEW,Plan Review,$1552161.00,
26177,NEW,Plan Review,$247953.00,
26178,ADD/ALT,Plan Review,$8000.00,
26179,NEW,Plan Review,$287630.00,
26180,ADD/ALT,No plan review,$22000.00,
26181,ADD/ALT,Plan Review,$5000.00,
26182,NEW,Plan Review,$386297.00,
26183,ADD/ALT,Plan Review,$800000.00,
26184,ADD/ALT,No plan review,$70000.00,
26185,ADD/ALT,Plan Review,$50000.00,
26186,DEMOLITION,No plan review,$0.00,
26187,,Plan Review,$0.00,
26188,NEW,Plan Review,$183638.00,
26189,NEW,Plan Review,$188737.00,
26190,ADD/ALT,Plan Review,$14550.00,
26191,ADD/ALT,No plan review,$26000.00,
26192,ADD/ALT,No plan review,$85000.00,
26193,ADD/ALT,No plan review,$5500.00,
26194,ADD/ALT,No plan review,$1500.00,
26195,ADD/ALT,No plan review,$800.00,
26196,ADD/ALT,Plan Review,$7500.00,
26197,ADD/ALT,Plan Review,$70000.00,
26198,ADD/ALT,Plan Review,$375000.00,
26199,ADD/ALT,Plan Review,$80000.00,
26200,NEW,Plan Review,$4000000.00,
26201,ADD/ALT,Plan Review,$651733.00,
26202,ADD/ALT,Plan Review,$75000.00,
26203,ADD/ALT,No plan review,$58000.00,
26204,ADD/ALT,Plan Review,$39000.00,
26205,ADD/ALT,Plan Review,$10000.00,
26206,ADD/ALT,Plan Review,$132789.00,
26207,ADD/ALT,Plan Review,$400000.00,
26208,ADD/ALT,Plan Review,$20000.00,
26209,ADD/ALT,No plan review,$18000.00,
26210,ADD/ALT,Plan Review,$172746.00,
26211,ADD/ALT,No plan review,$13557.00,
26212,ADD/ALT,No plan review,$15000.00,
26213,ADD/ALT,No plan review,$4500.00,
26214,ADD/ALT,No plan review,$100000.00,
26215,ADD/ALT,No plan review,$5000.00,
26216,ADD/ALT,Plan Review,$1000.00,
26217,ADD/ALT,Plan Review,$85000.00,
26218,ADD/ALT,Plan Review,$0.00,
26219,ADD/ALT,No plan review,$350000.00,
26220,ADD/ALT,Plan Review,$6920.00,
26221,GRADING,No plan review,$0.00,
26222,NEW,Plan Review,$1325697.00,
26223,NEW,Plan Review,$288649.00,
26224,ADD/ALT,Plan Review,$150000.00,
26225,TEMP,Plan Review,$0.00,
26226,ADD/ALT,No plan review,$30000.00,
26227,ADD/ALT,Plan Review,$1300000.00,
26228,ADD/ALT,Plan Review,$773993.00,
26229,ADD/ALT,Plan Review,$25000.00,
26230,NEW,Plan Review,$830576.00,
26231,ADD/ALT,Plan Review,$80000.00,
26232,ADD/ALT,Plan Review,$200000.00,
26233,ADD/ALT,Plan Review,$120000.00,
26234,ADD/ALT,No plan review,$50000.00,
26235,NEW,Plan Review,$319985.00,
26236,NEW,Plan Review,$319985.00,
26237,ADD/ALT,Plan Review,$28000.00,
26238,ADD/ALT,Plan Review,$2500000.00,
26239,NEW,Plan Review,$6973850.00,
26240,NEW,Plan Review,$6663300.00,
26241,ADD/ALT,No plan review,$100000.00,
26242,ADD/ALT,Plan Review,$30000.00,
26243,DEMOLITION,No plan review,$0.00,
26244,ADD/ALT,No plan review,$500.00,
26245,ADD/ALT,Plan Review,$400000.00,
26246,ADD/ALT,No plan review,$40000.00,
26247,ADD/ALT,Plan Review,$60000.00,
26248,ADD/ALT,No plan review,$30000.00,
26249,NEW,Plan Review,$340641.00,
26250,DEMOLITION,No plan review,$0.00,
26251,ADD/ALT,No plan review,$15000.00,
26252,ADD/ALT,No plan review,$21000.00,
26253,ADD/ALT,Plan Review,$4600.00,
26254,DEMOLITION,No plan review,$0.00,
26255,ADD/ALT,Plan Review,$7200.00,
26256,NEW,Plan Review,$471804.00,
26257,ADD/ALT,No plan review,$5000.00,
26258,ADD/ALT,Plan Review,$25000.00,
26259,NEW,Plan Review,$535095.00,
26260,ADD/ALT,No plan review,$13026.00,
26261,ADD/ALT,Plan Review,$8970.00,
26262,ADD/ALT,Plan Review,$190000.00,
26263,ADD/ALT,No plan review,$30000.00,
26264,ADD/ALT,No plan review,$14400.00,
26265,ADD/ALT,Plan Review,$50000.00,
26266,ADD/ALT,Plan Review,$1204202.00,
26267,ADD/ALT,Plan Review,$300000.00,
26268,ADD/ALT,Plan Review,$250000.00,
26269,ADD/ALT,No plan review,$2000.00,
26270,ADD/ALT,Plan Review,$140000.00,
26271,ADD/ALT,No plan review,$4000.00,
26272,ADD/ALT,No plan review,$2000.00,
26273,ADD/ALT,No plan review,$17852.00,
26274,NEW,Plan Review,$359459.00,
26275,ADD/ALT,Plan Review,$25000.00,
26276,ADD/ALT,No plan review,$60000.00,
26277,ADD/ALT,No plan review,$60000.00,
26278,ADD/ALT,Plan Review,$3000000.00,
26279,ADD/ALT,No plan review,$7000.00,
26280,ADD/ALT,No plan review,$22926.00,
26281,NEW,Plan Review,$848366.00,
26282,ADD/ALT,Plan Review,$150462.00,
26283,GRADING,Plan Review,$0.00,
26284,ADD/ALT,No plan review,$10000.00,
26285,ADD/ALT,No plan review,$168861.00,
26286,NEW,Plan Review,$1.00,
26287,NEW,Plan Review,$361533.00,
26288,ADD/ALT,No plan review,$100000.00,
26289,ADD/ALT,Plan Review,$175000.00,
26290,ADD/ALT,Plan Review,$75000.00,
26291,DEMOLITION,No plan review,$0.00,
26292,ADD/ALT,No plan review,$17000.00,
26293,ADD/ALT,Plan Review,$14125.00,
26294,NEW,Plan Review,$228272.00,
26295,ADD/ALT,Plan Review,$100000.00,
26296,ADD/ALT,Plan Review,$2000000.00,
26297,ADD/ALT,Plan Review,$20000.00,
26298,ADD/ALT,Plan Review,$20000.00,
26299,NEW,Plan Review,$1174298.00,
26300,ADD/ALT,No plan review,$10000.00,
26301,ADD/ALT,No plan review,$53547.00,
26302,NEW,Plan Review,$417502.00,
26303,ADD/ALT,Plan Review,$10000.00,
26304,ADD/ALT,No plan review,$10000.00,
26305,ADD/ALT,Plan Review,$30000.00,
26306,ADD/ALT,No plan review,$15000.00,
26307,ADD/ALT,Plan Review,$4000000.00,
26308,ADD/ALT,Plan Review,$15000.00,
26309,ADD/ALT,Plan Review,$35000.00,
26310,ADD/ALT,Plan Review,$30000.00,
26311,ADD/ALT,Plan Review,$83000.00,
26312,ADD/ALT,Plan Review,$80000.00,
26313,ADD/ALT,Plan Review,$35000.00,
26314,ADD/ALT,Plan Review,$62500.00,
26315,ADD/ALT,Plan Review,$1288000.00,
26316,ADD/ALT,Plan Review,$20000.00,
26317,ADD/ALT,Plan Review,$30000.00,
26318,ADD/ALT,No plan review,$11702.00,
26319,ADD/ALT,No plan review,$30000.00,
26320,ADD/ALT,No plan review,$52366.00,
26321,ADD/ALT,No plan review,$48944.00,
26322,ADD/ALT,No plan review,$34039.00,
26323,ADD/ALT,No plan review,$22000.00,
26324,ADD/ALT,No plan review,$150000.00,
26325,ADD/ALT,No plan review,$150000.00,
26326,ADD/ALT,No plan review,$50000.00,
26327,ADD/ALT,No plan review,$50000.00,
26328,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26329,ADD/ALT,No plan review,$2779.00,
26330,DEMOLITION,No plan review,$0.00,
26331,ADD/ALT,No plan review,$77750.00,
26332,ADD/ALT,No plan review,$1000.00,
26333,ADD/ALT,No plan review,$10000.00,
26334,NEW,Plan Review,$121000.00,
26335,NEW,Plan Review,$11810000.00,
26336,ADD/ALT,Plan Review,$440000.00,
26337,ADD/ALT,Plan Review,$20000.00,
26338,NEW,Plan Review,$0.00,
26339,ALTER,Plan Review,$15000.00,
26340,ADD/ALT,No plan review,$30000.00,
26341,ADD/ALT,Plan Review,$250000.00,
26342,DEMOLITION,No plan review,$0.00,
26343,ALTER,Plan Review,$413446.00,
26344,ADD/ALT,Plan Review,$50000.00,
26345,ADD/ALT,Plan Review,$180000.00,
26346,ADD/ALT,Plan Review,$68268.00,
26347,ADD/ALT,No plan review,$30000.00,
26348,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26349,ADD/ALT,No plan review,$25000.00,
26350,NEW,Plan Review,$170247.00,
26351,NEW,Plan Review,$181134.00,
26352,NEW,Plan Review,$258142.00,
26353,ADD/ALT,Plan Review,$120000.00,
26354,ADD/ALT,Plan Review,$35000.00,
26355,ADD/ALT,No plan review,$9000.00,
26356,ALTER,Plan Review,$71996.00,
26357,ADD/ALT,No plan review,$15000.00,
26358,ADD/ALT,No plan review,$75000.00,
26359,ADD/ALT,No plan review,$75000.00,
26360,NEW,Plan Review,$457871.00,
26361,ADD/ALT,Plan Review,$200000.00,
26362,ADD/ALT,Plan Review,$30000.00,
26363,NEW,Plan Review,$387313.00,
26364,NEW,Plan Review,$387313.00,
26365,ADD/ALT,No plan review,$25000.00,
26366,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26367,ALTER,Plan Review,$25000.00,
26368,NEW,Plan Review,$256827.00,
26369,ADD/ALT,Plan Review,$20000.00,
26370,ALTER,Plan Review,$15000.00,
26371,ADD/ALT,Plan Review,$20000.00,
26372,NEW,Plan Review,$256827.00,
26373,ADD/ALT,Plan Review,$40000.00,
26374,ADD/ALT,Plan Review,$90000.00,
26375,NEW,Plan Review,$287277.00,
26376,NEW,Plan Review,$365832.00,
26377,ADD/ALT,No plan review,$75000.00,
26378,ADD/ALT,No plan review,$35000.00,
26379,ADD/ALT,Plan Review,$3500.00,
26380,ADD/ALT,No plan review,$9000.00,
26381,ADD/ALT,Plan Review,$45000.00,
26382,ADD/ALT,No plan review,$9000.00,
26383,ADD/ALT,No plan review,$25000.00,
26384,ADD/ALT,No plan review,$9000.00,
26385,ADD/ALT,No plan review,$16000.00,
26386,ADD/ALT,No plan review,$10000.00,
26387,ADD/ALT,Plan Review,$450000.00,
26388,ADD/ALT,No plan review,$13320.00,
26389,ADD/ALT,Plan Review,$45000.00,
26390,ADD/ALT,No plan review,$70000.00,
26391,ADD/ALT,No plan review,$55000.00,
26392,ADD/ALT,No plan review,$10160.00,
26393,ADD/ALT,No plan review,$3700.00,
26394,ADD/ALT,No plan review,$40000.00,
26395,DEMOLITION,No plan review,$0.00,
26396,ADD/ALT,Plan Review,$77935.00,
26397,ADD/ALT,No plan review,$5000.00,
26398,ADD/ALT,No plan review,$6000.00,
26399,ADD/ALT,Plan Review,$0.00,
26400,ADD/ALT,Plan Review,$250000.00,
26401,ALTER,Plan Review,$128000.00,
26402,ADD/ALT,No plan review,$30000.00,
26403,ADD/ALT,Plan Review,$10000.00,
26404,ADD/ALT,No plan review,$20000.00,
26405,ADD/ALT,No plan review,$30000.00,
26406,ADD/ALT,Plan Review,$5000.00,
26407,ADD/ALT,Plan Review,$500.00,
26408,ADD/ALT,No plan review,$30000.00,
26409,ADD/ALT,No plan review,$10000.00,
26410,ADD/ALT,No plan review,$8500.00,
26411,ADD/ALT,No plan review,$22000.00,
26412,NEW,Plan Review,$218292.00,
26413,ADD/ALT,No plan review,$10800.00,
26414,ADD/ALT,No plan review,$25395.00,
26415,NEW,Plan Review,$10000.00,
26416,DEMOLITION,Plan Review,$0.00,
26417,GRADING,Plan Review,$95000.00,
26418,ALTER,Plan Review,$512340.00,
26419,ADD/ALT,Plan Review,$10000.00,
26420,ADD/ALT,Plan Review,$150000.00,
26421,ADD/ALT,Plan Review,$285000.00,
26422,ALTER,Plan Review,$130000.00,
26423,ALTER,Plan Review,$325000.00,
26424,ADD/ALT,No plan review,$1000.00,
26425,ADD/ALT,Plan Review,$216000.00,
26426,ADD/ALT,No plan review,$18000.00,
26427,ADD/ALT,No plan review,$2000.00,
26428,ADD/ALT,No plan review,$20000.00,
26429,ADD/ALT,No plan review,$30000.00,
26430,DEMOLITION,No plan review,$0.00,
26431,ADD/ALT,No plan review,$1500.00,
26432,NEW,Plan Review,$29093278.00,
26433,ADD/ALT,Plan Review,$20000.00,
26434,NEW,Plan Review,$484692.00,
26435,ADD/ALT,Plan Review,$1273400.00,
26436,ADD/ALT,Plan Review,$525000.00,
26437,ADD/ALT,Plan Review,$85000.00,
26438,NEW,Plan Review,$380323.00,
26439,NEW,Plan Review,$84553.00,
26440,ADD/ALT,Plan Review,$79868.00,
26441,ADD/ALT,Plan Review,$3500.00,
26442,ADD/ALT,Plan Review,$20000.00,
26443,ADD/ALT,No plan review,$26000.00,
26444,ADD/ALT,Plan Review,$60000.00,
26445,ADD/ALT,Plan Review,$1500.00,
26446,DEMOLITION,No plan review,$0.00,
26447,DEMOLITION,No plan review,$0.00,
26448,DEMOLITION,No plan review,$0.00,
26449,NEW,Plan Review,$334825.00,
26450,NEW,Plan Review,$334735.00,
26451,NEW,Plan Review,$248694.00,
26452,NEW,Plan Review,$554730.00,
26453,NEW,Plan Review,$248694.00,
26454,ADD/ALT,Plan Review,$400000.00,
26455,DEMOLITION,No plan review,$0.00,
26456,ADD/ALT,Plan Review,$70000.00,
26457,ADD/ALT,Plan Review,$105000.00,
26458,ADD/ALT,Plan Review,$15000.00,
26459,ADD/ALT,Plan Review,$60000.00,
26460,ADD/ALT,Plan Review,$0.00,
26461,ADD/ALT,Plan Review,$40000.00,
26462,ADD/ALT,Plan Review,$4000.00,
26463,ADD/ALT,No plan review,$35000.00,
26464,ADD/ALT,Plan Review,$37500.00,
26465,ADD/ALT,No plan review,$10000.00,
26466,ADD/ALT,Plan Review,$20000.00,
26467,ADD/ALT,Plan Review,$400000.00,
26468,NO CONSTRUCTION,No plan review,$1.00,
26469,ADD/ALT,No plan review,$75000.00,
26470,ADD/ALT,No plan review,$86500.00,
26471,ADD/ALT,No plan review,$19500.00,
26472,ADD/ALT,No plan review,$12500.00,
26473,ADD/ALT,No plan review,$14508.00,
26474,ADD/ALT,No plan review,$18500.00,
26475,ALTER,Plan Review,$200000.00,
26476,ADD/ALT,Plan Review,$68500.00,
26477,ALTER,Plan Review,$238250.00,
26478,ADD/ALT,No plan review,$25000.00,
26479,ADD/ALT,No plan review,$1500.00,
26480,ADD/ALT,Plan Review,$118000.00,
26481,ADD/ALT,Plan Review,$17000.00,
26482,ADD/ALT,No plan review,$1000.00,
26483,NEW,Plan Review,$13750828.00,
26484,ADD/ALT,Plan Review,$130423.00,
26485,ADD/ALT,No plan review,$195000.00,
26486,ADD/ALT,Plan Review,$12000.00,
26487,ADD/ALT,No plan review,$40000.00,
26488,ADD/ALT,Plan Review,$100000.00,
26489,ADD/ALT,No plan review,$12000.00,
26490,ADD/ALT,No plan review,$13500.00,
26491,ADD/ALT,No plan review,$18000.00,
26492,ALTER,Plan Review,$275000.00,
26493,ADD/ALT,No plan review,$1200.00,
26494,ADD/ALT,Plan Review,$125000.00,
26495,ADD/ALT,No plan review,$30000.00,
26496,ADD/ALT,Plan Review,$101936.00,
26497,ADD/ALT,No plan review,$15000.00,
26498,ADD/ALT,No plan review,$18000.00,
26499,ADD/ALT,No plan review,$25000.00,
26500,ADD/ALT,Plan Review,$20000.00,
26501,ADD/ALT,Plan Review,$20000.00,
26502,ADD/ALT,No plan review,$15000.00,
26503,ADD/ALT,No plan review,$50000.00,
26504,NEW,Plan Review,$487718.00,
26505,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26506,ADD/ALT,Plan Review,$500.00,
26507,ADD/ALT,Plan Review,$37500.00,
26508,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26509,ADD/ALT,Plan Review,$620000.00,
26510,ADD/ALT,Plan Review,$140000.00,
26511,NEW,Plan Review,$184636.00,
26512,DEMOLITION,Plan Review,$0.00,
26513,NEW,Plan Review,$205709.00,
26514,NEW,Plan Review,$184636.00,
26515,ADD/ALT,Plan Review,$144000.00,
26516,ADD/ALT,Plan Review,$17000.00,
26517,ADD/ALT,No plan review,$1500.00,
26518,ADD/ALT,Plan Review,$140000.00,
26519,ALTER,Plan Review,$44000.00,
26520,ALTER,Plan Review,$400000.00,
26521,ADD/ALT,Plan Review,$6000.00,
26522,ALTER,Plan Review,$265000.00,
26523,ADD/ALT,No plan review,$50000.00,
26524,ADD/ALT,Plan Review,$319000.00,
26525,ADD/ALT,No plan review,$24600.00,
26526,ADD/ALT,Plan Review,$100000.00,
26527,NEW,Plan Review,$113265.00,
26528,ADD/ALT,No plan review,$14900.00,
26529,ADD/ALT,No plan review,$4689.00,
26530,ADD/ALT,Plan Review,$2000.00,
26531,ADD/ALT,Plan Review,$50000.00,
26532,NEW,Plan Review,$480000.00,
26533,ADD/ALT,Plan Review,$20000.00,
26534,ADD/ALT,No plan review,$35000.00,
26535,ALTER,Plan Review,$65000.00,
26536,ADD/ALT,Plan Review,$400000.00,
26537,NEW,Plan Review,$32794976.00,
26538,NEW,Plan Review,$889699.00,
26539,ADD/ALT,Plan Review,$27250.00,
26540,ADD/ALT,No plan review,$80000.00,
26541,ADD/ALT,No plan review,$4000.00,
26542,ADD/ALT,No plan review,$5000.00,
26543,NEW,Plan Review,$333897.00,
26544,ADD/ALT,Plan Review,$63316.00,
26545,ADD/ALT,Plan Review,$1000.00,
26546,NEW,Plan Review,$200000.00,
26547,ADD/ALT,No plan review,$15000.00,
26548,ADD/ALT,Plan Review,$47500.00,
26549,NEW,Plan Review,$426507.00,
26550,NEW,Plan Review,$298970.00,
26551,ADD/ALT,No plan review,$30000.00,
26552,ADD/ALT,Plan Review,$15000.00,
26553,NEW,Plan Review,$367828.00,
26554,ADD/ALT,No plan review,$30000.00,
26555,ALTER,Plan Review,$180000.00,
26556,ADD/ALT,No plan review,$100000.00,
26557,NEW,Plan Review,$374116.00,
26558,ADD/ALT,Plan Review,$3400000.00,
26559,NEW,Plan Review,$334735.00,
26560,NEW,Plan Review,$316743.00,
26561,DEMOLITION,Plan Review,$0.00,
26562,ADD/ALT,Plan Review,$13450.00,
26563,ALTER,Plan Review,$205371.00,
26564,ADD/ALT,No plan review,$200.00,
26565,ALTER,Plan Review,$125000.00,
26566,ADD/ALT,No plan review,$1000.00,
26567,TEMP,Plan Review,$1.00,
26568,NEW,Plan Review,$238816.00,
26569,DEMOLITION,No plan review,$0.00,
26570,NEW,Plan Review,$294951.00,
26571,ADD/ALT,No plan review,$1000.00,
26572,NEW,Plan Review,$201181.00,
26573,ALTER,Plan Review,$650000.00,
26574,ADD/ALT,Plan Review,$243869.00,
26575,ADD/ALT,Plan Review,$150000.00,
26576,ALTER,Plan Review,$250000.00,
26577,DEMOLITION,Plan Review,$0.00,
26578,DEMOLITION,No plan review,$0.00,
26579,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26580,ADD/ALT,Plan Review,$95000.00,
26581,ADD/ALT,No plan review,$10000.00,
26582,ADD/ALT,No plan review,$21000.00,
26583,ADD/ALT,No plan review,$3000.00,
26584,ADD/ALT,Plan Review,$26000.00,
26585,ADD/ALT,Plan Review,$1000000.00,
26586,ADD/ALT,No plan review,$1000000.00,
26587,NEW,Plan Review,$486872.00,
26588,ADD/ALT,Plan Review,$1100000.00,
26589,NEW,Plan Review,$208743.00,
26590,NEW,Plan Review,$397859.00,
26591,ADD/ALT,Plan Review,$80000.00,
26592,NEW,Plan Review,$334901.00,
26593,NEW,Plan Review,$335336.00,
26594,ADD/ALT,No plan review,$179000.00,
26595,ADD/ALT,No plan review,$5000.00,
26596,ADD/ALT,No plan review,$37498.00,
26597,DEMOLITION,No plan review,$0.00,
26598,DEMOLITION,No plan review,$0.00,
26599,NEW,Plan Review,$400000.00,
26600,ADD/ALT,Plan Review,$90000.00,
26601,ADD/ALT,No plan review,$85000.00,
26602,ADD/ALT,No plan review,$50000.00,
26603,ADD/ALT,No plan review,$50000.00,
26604,ALTER,Plan Review,$2000.00,
26605,ADD/ALT,No plan review,$20000.00,
26606,ADD/ALT,No plan review,$1.00,
26607,ADD/ALT,No plan review,$45000.00,
26608,DEMOLITION,No plan review,$0.00,
26609,DEMOLITION,No plan review,$0.00,
26610,ADD/ALT,No plan review,$4000.00,
26611,NO CONSTRUCTION,Plan Review,$500.00,
26612,DEMOLITION,No plan review,$0.00,
26613,ADD/ALT,No plan review,$25000.00,
26614,ADD/ALT,Plan Review,$10000.00,
26615,DEMOLITION,No plan review,$0.00,
26616,NEW,Plan Review,$18153897.00,
26617,ADD/ALT,Plan Review,$20000.00,
26618,ADD/ALT,Plan Review,$30000.00,
26619,ADD/ALT,Plan Review,$20000.00,
26620,ADD/ALT,No plan review,$9000.00,
26621,NEW,Plan Review,$417731.00,
26622,DEMOLITION,No plan review,$0.00,
26623,ADD/ALT,No plan review,$35000.00,
26624,ADD/ALT,No plan review,$30000.00,
26625,ADD/ALT,No plan review,$293000.00,
26626,ADD/ALT,Plan Review,$63000.00,
26627,NEW,Plan Review,$1200000.00,
26628,ADD/ALT,Plan Review,$225000.00,
26629,NEW,Plan Review,$325851.00,
26630,ADD/ALT,Plan Review,$220000.00,
26631,ADD/ALT,No plan review,$70000.00,
26632,ADD/ALT,No plan review,$50000.00,
26633,ADD/ALT,Plan Review,$25000.00,
26634,ADD/ALT,Plan Review,$125000.00,
26635,DEMOLITION,No plan review,$0.00,
26636,DEMOLITION,No plan review,$0.00,
26637,NO CONSTRUCTION,No plan review,$0.00,
26638,ADD/ALT,Plan Review,$350000.00,
26639,ADD/ALT,Plan Review,$190000.00,
26640,ADD/ALT,Plan Review,$20000.00,
26641,ADD/ALT,Plan Review,$98622.00,
26642,ADD/ALT,No plan review,$1000.00,
26643,ADD/ALT,No plan review,$15000.00,
26644,ADD/ALT,No plan review,$45000.00,
26645,ADD/ALT,Plan Review,$3000.00,
26646,ADD/ALT,No plan review,$1500.00,
26647,ADD/ALT,Plan Review,$200000.00,
26648,NEW,Plan Review,$369687.00,
26649,ADD/ALT,Plan Review,$15000.00,
26650,DEMOLITION,Plan Review,$0.00,
26651,ADD/ALT,Plan Review,$406000.00,
26652,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26653,ADD/ALT,Plan Review,$300000.00,
26654,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
26655,ADD/ALT,No plan review,$1000.00,
26656,ADD/ALT,No plan review,$1000.00,
26657,ADD/ALT,No plan review,$60000.00,
26658,ADD/ALT,No plan review,$2000.00,
26659,ADD/ALT,No plan review,$30000.00,
26660,ALTER,Plan Review,$66000.00,
26661,ADD/ALT,No plan review,$84015.00,
26662,ADD/ALT,Plan Review,$175000.00,
26663,ADD/ALT,No plan review,$10700.00,
26664,ADD/ALT,No plan review,$15000.00,
26665,ADD/ALT,No plan review,$12000.00,
26666,ADD/ALT,No plan review,$19105.00,
26667,ADD/ALT,No plan review,$150000.00,
26668,ADD/ALT,No plan review,$20000.00,
26669,ADD/ALT,No plan review,$40000.00,
26670,ADD/ALT,No plan review,$6000.00,
26671,ADD/ALT,No plan review,$15000.00,
26672,ADD/ALT,No plan review,$9500.00,
26673,ADD/ALT,No plan review,$60000.00,
26674,ADD/ALT,Plan Review,$289620.00,
26675,NEW,Plan Review,$195042.00,
26676,GRADING,Plan Review,$0.00,
26677,GRADING,Plan Review,$0.00,
26678,GRADING,Plan Review,$0.00,
26679,NEW,Plan Review,$200000.00,
26680,NEW,Plan Review,$200000.00,
26681,NEW,Plan Review,$200000.00,
26682,NEW,Plan Review,$487724.00,
26683,DEMOLITION,Plan Review,$0.00,
26684,ADD/ALT,No plan review,$35000.00,
26685,ADD/ALT,No plan review,$9500.00,
26686,ADD/ALT,No plan review,$4800.00,
26687,ADD/ALT,No plan review,$8000.00,
26688,NEW,Plan Review,$377635.00,
26689,DEMOLITION,No plan review,$0.00,
