id,district,police_beat 
77053,M,M1
77054,D,D3
77055,K,K1
77056,R,R2
77057,D,D2
77058,L,L3
77059,F,F2
77060,Q,Q2
77061,R,R3
77062,R,R2
77063,M,M2
77064,C,C1
77065,M,M1
77066,U,U1
77067,F,F3
77068,W,W3
77069,B,B2
77070,K,K3
77071,O,O1
77072,O,O1
77073,B,B3
77074,O,O1
77075,O,O1
77076,L,L3
77077,J,J2
77078,B,B1
77079,C,C2
77080,D,D1
77081,C,C3
77082,J,J2
77083,U,U3
77084,E,E2
77085,G,G1
77086,J,J1
77087,R,R1
77088,M,M3
77089,E,E2
77090,R,R1
77091,N,N1
77092,C,C1
77093,J,J1
77094,Q,Q3
77095,Q,Q3
77096,L,L2
77097,L,L1
77098,U,U3
77099,W,W1
77100,D,D2
77101,M,M1
77102,J,J2
77103,E,E3
77104,B,B1
77105,L,L3
77106,J,J1
77107,L,L1
77108,W,W2
77109,D,D2
77110,U,U2
77111,M,M3
77112,R,R1
77113,U,U1
77114,M,M3
77115,R,R3
77116,M,M1
77117,S,S1
77118,K,K1
77119,S,S2
77120,N,N3
77121,N,N2
77122,L,L2
77123,C,C1
77124,J,J3
77125,Q,Q2
77126,O,O2
77127,M,M2
77128,O,O1
77129,O,O1
77130,U,U2
77131,W,W2
77132,U,U2
77133,F,F2
77134,J,J3
77135,U,U1
77136,R,R2
77137,B,B3
77138,Q,Q3
77139,S,S3
77140,L,L3
77141,U,U3
77142,J,J2
77143,R,R1
77144,B,B1
77145,W,W1
77146,G,G2
77147,E,E3
77148,G,G2
77149,S,S3
77150,W,W2
77151,D,D2
77152,J,J3
77153,D,D2
77154,U,U2
77155,S,S3
77156,Q,Q3
77157,K,K2
77158,L,L1
77159,E,E2
77160,W,W1
77161,W,W1
77162,J,J3
77163,L,L1
77164,E,E3
77165,B,B2
77166,M,M3
77167,Q,Q3
77168,D,D3
77169,U,U1
77170,F,F1
77171,L,L3
77172,S,S1
77173,K,K1
77174,W,W3
77175,N,N1
77176,M,M3
77177,E,E2
77178,B,B2
77179,G,G2
77180,B,B1
77181,S,S1
77182,S,S2
77183,J,J1
77184,S,S2
77185,C,C1
77186,N,N2
77187,D,D1
77188,U,U1
77189,E,E3
77190,F,F2
77191,S,S1
77192,M,M2
77193,N,N2
77194,R,R2
77195,B,B3
77196,F,F3
77197,L,L1
77198,W,W2
77199,J,J1
77200,J,J2
77201,K,K3
77202,E,E3
77203,G,G2
77204,S,S1
77205,R,R3
77206,E,E2
77207,W,W2
77208,S,S1
77209,K,K1
77210,S,S3
77211,R,R3
77212,Q,Q3
77213,C,C1
77214,M,M3
77215,J,J3
77216,G,G3
77217,M,M2
77218,E,E3
77219,E,E2
77220,B,B3
77221,M,M2
77222,K,K2
77223,F,F3
77224,F,F2
77225,N,N2
77226,U,U1
77227,L,L1
77228,W,W1
77229,K,K3
77230,F,F2
77231,R,R2
77232,O,O1
77233,D,D3
77234,U,U1
77235,L,L1
77236,K,K1
77237,M,M3
77238,W,W2
77239,C,C2
77240,J,J2
77241,M,M3
77242,K,K2
77243,M,M2
77244,S,S3
77245,D,D3
77246,Q,Q3
77247,F,F2
77248,O,O1
77249,K,K2
77250,F,F2
77251,F,F2
77252,B,B1
77253,F,F2
77254,F,F2
77255,F,F2
77256,K,K2
77257,J,J2
77258,K,K1
77259,W,W1
77260,W,W1
77261,B,B3
77262,W,W1
77263,L,L3
77264,B,B2
77265,F,F2
77266,G,G2
77267,W,W2
77268,S,S1
77269,R,R2
77270,R,R1
77271,W,W3
77272,G,G3
77273,B,B3
77274,D,D2
77275,U,U2
77276,L,L1
77277,E,E3
77278,B,B2
77279,F,F3
77280,Q,Q3
77281,S,S3
77282,K,K1
77283,B,B3
77284,B,B2
77285,,
77286,E,E2
77287,R,R2
77288,U,U1
77289,U,U3
77290,E,E2
77291,O,O2
77292,M,M3
77293,L,L3
77294,M,M1
77295,R,R1
77296,S,S2
77297,N,N1
77298,L,L1
77299,G,G2
77300,W,W2
77301,W,W2
77302,D,D1
77303,M,M1
77304,L,L1
77305,D,D1
77306,Q,Q2
77307,J,J1
77308,E,E2
77309,U,U3
77310,E,E2
77311,N,N1
77312,B,B2
77313,Q,Q1
77314,J,J3
77315,Q,Q1
77316,Q,Q2
77317,B,B2
77318,J,J2
77319,J,J2
77320,L,L3
77321,K,K3
77322,K,K2
77323,D,D2
77324,D,D3
77325,K,K3
77326,K,K1
77327,D,D1
77328,K,K3
77329,L,L2
77330,K,K1
77331,K,K3
77332,K,K2
77333,B,B3
77334,M,M3
77335,B,B3
77336,B,B2
77337,M,M1
77338,U,U1
77339,J,J2
77340,S,S1
77341,J,J3
77342,C,C1
77343,U,U2
77344,G,G2
77345,M,M1
77346,Q,Q3
77347,B,B1
77348,S,S3
77349,G,G1
77350,U,U3
77351,Q,Q2
77352,B,B2
77353,K,K2
77354,R,R3
77355,R,R3
77356,Q,Q3
77357,G,G2
77358,N,N3
77359,L,L2
77360,N,N2
77361,U,U2
77362,G,G3
77363,K,K3
77364,L,L2
77365,U,U1
77366,M,M3
77367,U,U2
77368,R,R2
77369,W,W1
77370,C,C2
77371,B,B1
77372,J,J1
77373,R,R2
77374,N,N1
77375,D,D1
77376,F,F3
77377,J,J3
77378,K,K3
77379,M,M2
77380,G,G1
77381,N,N1
77382,U,U3
77383,R,R2
77384,L,L2
77385,U,U3
77386,L,L2
77387,F,F2
77388,U,U1
77389,F,F3
77390,S,S3
77391,L,L3
77392,U,U3
77393,W,W1
77394,B,B1
77395,E,E2
77396,C,C1
77397,C,C2
77398,E,E3
77399,N,N2
77400,N,N2
77401,E,E3
77402,M,M3
77403,E,E1
77404,M,M3
77405,K,K3
77406,N,N2
77407,S,S3
77408,E,E1
77409,E,E2
77410,K,K1
77411,E,E2
77412,S,S2
77413,F,F3
77414,B,B2
77415,U,U1
77416,E,E2
77417,F,F3
77418,J,J2
77419,E,E2
77420,M,M3
77421,F,F3
77422,B,B1
77423,C,C2
77424,C,C2
77425,S,S2
77426,R,R3
77427,J,J2
77428,K,K1
77429,J,J3
77430,R,R3
77431,U,U2
77432,E,E1
77433,,
77434,E,E2
77435,M,M3
77436,L,L2
77437,Q,Q1
77438,C,C1
77439,U,U3
77440,F,F2
77441,G,G3
77442,J,J3
77443,R,R3
77444,Q,Q3
77445,C,C1
77446,D,D1
77447,R,R3
77448,U,U2
77449,R,R2
77450,F,F2
77451,U,U3
77452,N,N3
77453,D,D3
77454,E,E2
77455,G,G1
77456,K,K1
77457,R,R3
77458,C,C1
77459,S,S2
77460,F,F1
77461,W,W3
77462,E,E2
77463,C,C3
77464,U,U3
77465,L,L3
77466,L,L3
77467,Q,Q1
77468,F,F2
77469,R,R2
77470,N,N2
77471,U,U2
77472,E,E1
77473,L,L3
77474,R,R3
77475,B,B1
77476,B,B1
77477,B,B1
77478,U,U2
77479,E,E1
77480,J,J3
77481,M,M3
77482,D,D1
77483,E,E3
77484,W,W3
77485,U,U3
77486,Q,Q1
77487,W,W1
77488,E,E3
77489,S,S2
77490,D,D1
77491,W,W1
77492,B,B2
77493,M,M3
77494,U,U2
77495,K,K2
77496,F,F3
77497,B,B1
77498,L,L2
77499,F,F1
77500,U,U1
77501,J,J2
77502,N,N2
77503,G,G1
77504,D,D3
77505,Q,Q2
77506,G,G1
77507,R,R1
77508,L,L3
77509,R,R3
77510,D,D1
77511,R,R3
77512,U,U1
77513,E,E2
77514,K,K1
77515,U,U2
77516,J,J3
77517,S,S1
77518,U,U3
77519,L,L3
77520,L,L3
77521,E,E3
77522,F,F2
77523,M,M2
77524,Q,Q1
77525,B,B3
77526,J,J1
77527,J,J2
77528,U,U2
77529,E,E1
77530,U,U3
77531,M,M2
77532,L,L1
77533,S,S1
77534,Q,Q3
77535,J,J3
77536,J,J3
77537,K,K2
77538,W,W3
77539,Q,Q3
77540,J,J2
77541,K,K3
77542,F,F2
77543,M,M3
77544,R,R3
77545,U,U3
77546,C,C1
77547,O,O3
77548,R,R3
77549,Q,Q3
77550,N,N1
77551,K,K2
77552,K,K1
77553,E,E2
77554,Q,Q2
77555,L,L2
77556,C,C1
77557,E,E1
77558,D,D3
77559,D,D1
77560,F,F1
77561,D,D3
77562,J,J3
77563,L,L3
77564,U,U3
77565,C,C1
77566,W,W1
77567,F,F1
77568,F,F3
77569,W,W3
77570,D,D3
77571,F,F1
77572,F,F3
77573,O,O3
77574,L,L3
77575,Q,Q2
77576,U,U3
77577,E,E3
77578,E,E3
77579,W,W2
77580,E,E3
77581,J,J2
77582,C,C2
77583,U,U3
77584,L,L3
77585,J,J2
77586,K,K1
77587,B,B2
77588,S,S2
77589,S,S3
77590,B,B2
77591,M,M1
77592,B,B1
77593,J,J1
77594,Q,Q1
77595,M,M1
77596,D,D2
77597,C,C3
77598,Q,Q1
77599,G,G2
77600,U,U1
77601,D,D1
77602,C,C2
77603,N,N3
77604,L,L3
77605,N,N3
77606,D,D3
77607,G,G2
77608,B,B3
77609,B,B2
77610,U,U1
77611,U,U1
77612,U,U3
77613,J,J1
77614,Q,Q1
77615,J,J1
77616,W,W1
77617,O,O2
77618,M,M1
77619,E,E3
77620,W,W3
77621,Q,Q1
77622,S,S1
77623,L,L1
77624,W,W1
77625,U,U3
77626,N,N2
77627,J,J1
77628,N,N3
77629,J,J1
77630,J,J3
77631,N,N3
77632,M,M2
77633,K,K3
77634,U,U2
77635,J,J2
77636,M,M1
77637,E,E3
77638,N,N3
77639,J,J3
77640,J,J3
77641,B,B2
77642,L,L3
77643,O,O3
77644,D,D1
77645,E,E3
77646,L,L1
77647,U,U2
77648,M,M2
77649,M,M3
77650,J,J3
77651,N,N3
77652,L,L3
77653,C,C2
77654,Q,Q1
77655,W,W2
77656,N,N1
77657,N,N1
77658,G,G1
77659,U,U3
77660,U,U3
77661,F,F1
77662,W,W1
77663,U,U2
77664,N,N3
77665,E,E3
77666,M,M2
77667,D,D1
77668,W,W2
77669,W,W3
77670,E,E2
77671,M,M1
77672,C,C3
77673,O,O3
77674,B,B2
77675,N,N1
77676,E,E1
77677,W,W2
77678,N,N2
77679,N,N3
77680,R,R3
77681,E,E2
77682,C,C1
77683,G,G3
77684,N,N1
77685,F,F1
77686,U,U3
77687,L,L2
77688,Q,Q1
77689,W,W2
77690,S,S3
77691,N,N3
77692,U,U1
77693,W,W2
77694,E,E2
77695,K,K2
77696,Q,Q2
77697,W,W3
77698,Q,Q2
77699,K,K3
77700,K,K3
77701,E,E2
77702,U,U2
77703,R,R1
77704,K,K1
77705,G,G1
77706,L,L2
77707,U,U2
77708,G,G1
77709,D,D1
77710,L,L3
77711,B,B2
77712,R,R3
77713,99,99
77714,U,U1
77715,N,N3
77716,M,M1
77717,U,U1
77718,J,J2
77719,J,J2
77720,L,L2
77721,W,W3
77722,R,R3
77723,J,J3
77724,R,R2
77725,S,S3
77726,C,C1
77727,C,C2
77728,B,B2
77729,N,N2
77730,D,D3
77731,E,E3
77732,D,D1
77733,G,G3
77734,M,M1
77735,N,N2
77736,U,U2
77737,L,L2
77738,F,F2
77739,B,B2
77740,N,N2
77741,Q,Q2
77742,D,D2
77743,U,U3
77744,R,R2
77745,R,R3
77746,E,E3
77747,E,E2
77748,L,L3
77749,K,K3
77750,J,J2
77751,U,U1
77752,K,K3
77753,O,O3
77754,K,K1
77755,E,E2
77756,S,S3
77757,B,B1
77758,M,M3
77759,D,D1
77760,C,C2
77761,E,E1
77762,U,U2
77763,E,E2
77764,U,U2
77765,K,K1
77766,N,N3
77767,L,L2
77768,K,K3
77769,M,M1
77770,G,G2
77771,J,J1
77772,N,N1
77773,K,K3
77774,U,U3
77775,B,B1
77776,S,S2
77777,L,L1
77778,U,U1
77779,Q,Q1
77780,G,G3
77781,S,S2
77782,E,E3
77783,N,N3
77784,U,U2
77785,N,N3
77786,M,M3
77787,L,L3
77788,M,M3
77789,O,O3
77790,G,G2
77791,C,C3
77792,R,R2
77793,W,W1
77794,B,B1
77795,M,M1
77796,W,W1
77797,R,R2
77798,L,L3
77799,N,N3
77800,C,C1
77801,O,O1
77802,B,B2
77803,D,D1
77804,K,K2
77805,D,D1
77806,E,E1
77807,U,U1
77808,M,M1
77809,W,W2
77810,Q,Q3
77811,G,G2
77812,G,G1
77813,D,D2
77814,O,O1
77815,O,O1
77816,B,B1
77817,E,E2
77818,R,R2
77819,E,E3
77820,J,J1
77821,Q,Q3
77822,U,U2
77823,K,K2
77824,K,K2
77825,G,G1
77826,Q,Q2
77827,F,F1
77828,Q,Q2
77829,Q,Q1
77830,W,W3
77831,C,C1
77832,W,W2
77833,O,O2
77834,N,N1
77835,C,C3
77836,C,C1
77837,M,M1
77838,N,N1
77839,F,F1
77840,W,W2
77841,F,F1
77842,C,C2
77843,J,J2
77844,J,J2
77845,N,N3
77846,G,G1
77847,L,L1
77848,G,G1
77849,L,L3
77850,S,S2
77851,E,E1
77852,N,N3
77853,R,R2
77854,D,D1
77855,W,W2
77856,U,U3
77857,B,B2
77858,N,N3
77859,N,N2
77860,J,J3
77861,Q,Q3
77862,N,N3
77863,B,B1
77864,L,L2
77865,N,N2
77866,R,R2
77867,Q,Q3
77868,E,E1
77869,S,S3
77870,R,R3
77871,F,F2
77872,C,C3
77873,B,B1
77874,D,D2
77875,N,N2
77876,E,E1
77877,Q,Q2
77878,Q,Q3
77879,R,R3
77880,J,J2
77881,J,J1
77882,O,O3
77883,O,O3
77884,E,E1
77885,C,C2
77886,J,J2
77887,M,M2
77888,W,W3
77889,W,W2
77890,R,R1
77891,B,B1
77892,S,S1
77893,R,R2
77894,C,C1
77895,W,W1
77896,W,W1
77897,W,W1
77898,G,G3
77899,K,K2
77900,O,O3
77901,B,B2
77902,D,D3
77903,B,B1
77904,K,K1
77905,E,E2
77906,L,L2
77907,U,U1
77908,Q,Q2
77909,E,E2
77910,U,U2
77911,Q,Q3
77912,F,F1
77913,E,E2
77914,K,K2
77915,E,E1
77916,M,M2
77917,D,D1
77918,W,W2
77919,L,L1
77920,U,U1
77921,L,L1
77922,J,J3
77923,J,J2
77924,D,D2
77925,E,E3
77926,U,U3
77927,E,E3
77928,J,J3
77929,M,M1
77930,F,F2
77931,C,C1
77932,N,N1
77933,G,G1
77934,B,B3
77935,N,N1
77936,K,K1
77937,W,W2
77938,G,G1
77939,E,E3
77940,W,W1
77941,W,W1
77942,F,F1
77943,F,F1
77944,O,O1
77945,D,D2
77946,E,E3
77947,M,M3
77948,L,L3
77949,R,R3
77950,U,U2
77951,G,G3
77952,N,N2
77953,O,O2
77954,D,D1
77955,U,U2
77956,U,U3
77957,E,E1
77958,G,G3
77959,J,J2
77960,O,O1
77961,J,J1
77962,D,D2
77963,J,J2
77964,G,G2
77965,U,U3
77966,M,M3
77967,U,U3
77968,J,J1
77969,B,B2
77970,D,D2
77971,U,U3
77972,B,B3
77973,G,G3
77974,J,J1
77975,Q,Q1
77976,Q,Q3
77977,G,G2
77978,K,K3
77979,O,O2
77980,K,K3
77981,E,E1
77982,K,K2
77983,M,M3
77984,N,N1
77985,U,U2
77986,B,B1
77987,J,J2
77988,F,F2
77989,W,W1
77990,D,D2
77991,U,U2
77992,G,G1
77993,J,J1
77994,N,N1
77995,O,O1
77996,N,N1
77997,W,W3
77998,Q,Q2
77999,M,M2
78000,J,J2
78001,N,N1
78002,M,M3
78003,C,C2
78004,U,U1
78005,B,B2
78006,M,M2
78007,F,F3
78008,N,N1
78009,L,L1
78010,K,K3
78011,U,U1
78012,G,G2
78013,N,N2
78014,K,K3
78015,D,D2
78016,G,G3
78017,L,L1
78018,S,S1
78019,J,J2
78020,U,U3
78021,S,S2
78022,U,U1
78023,L,L2
78024,R,R2
78025,M,M1
78026,S,S1
78027,C,C2
78028,S,S3
78029,N,N3
78030,E,E1
78031,C,C2
78032,K,K1
78033,L,L2
78034,E,E2
78035,B,B3
78036,W,W2
78037,C,C3
78038,N,N2
78039,Q,Q1
78040,K,K3
78041,C,C2
78042,R,R3
78043,K,K2
78044,B,B1
78045,N,N3
78046,F,F3
78047,D,D2
78048,S,S3
78049,U,U3
78050,U,U1
78051,W,W2
78052,L,L3
78053,R,R1
78054,U,U2
78055,E,E1
78056,E,E1
78057,S,S1
78058,N,N2
78059,D,D1
78060,K,K1
78061,F,F3
78062,R,R3
78063,G,G2
78064,F,F1
78065,L,L2
78066,B,B3
78067,S,S3
78068,E,E2
78069,S,S2
78070,E,E2
78071,Q,Q1
78072,L,L3
78073,M,M2
78074,U,U1
78075,K,K1
78076,M,M2
78077,S,S2
78078,F,F2
78079,U,U2
78080,B,B2
78081,E,E1
78082,U,U2
78083,W,W2
78084,L,L3
78085,W,W3
78086,W,W3
78087,W,W3
78088,W,W3
78089,J,J3
78090,J,J3
78091,R,R1
78092,Q,Q3
78093,E,E1
78094,S,S1
78095,Q,Q2
78096,E,E3
78097,R,R3
78098,G,G1
78099,D,D1
78100,B,B1
78101,C,C3
78102,N,N3
78103,F,F1
78104,S,S1
78105,R,R3
78106,B,B1
78107,E,E2
78108,W,W3
78109,J,J2
78110,E,E1
78111,K,K3
78112,B,B1
78113,N,N3
78114,U,U1
78115,U,U1
78116,S,S1
78117,W,W2
78118,N,N3
78119,K,K2
78120,L,L2
78121,U,U2
78122,D,D2
78123,B,B2
78124,B,B2
78125,F,F2
78126,E,E1
78127,N,N3
78128,J,J3
78129,N,N3
78130,U,U3
78131,N,N3
78132,B,B2
78133,L,L1
78134,N,N2
78135,U,U2
78136,M,M1
78137,W,W2
78138,E,E1
78139,S,S1
78140,R,R2
78141,U,U1
78142,E,E3
78143,K,K3
78144,G,G1
78145,N,N3
78146,W,W1
78147,L,L1
78148,K,K3
78149,Q,Q3
78150,W,W2
78151,C,C3
78152,J,J3
78153,B,B3
78154,B,B3
78155,U,U2
78156,U,U1
78157,G,G3
78158,N,N2
78159,L,L2
78160,R,R2
78161,R,R2
78162,J,J1
78163,N,N2
78164,L,L3
78165,U,U1
78166,E,E3
78167,M,M1
78168,M,M1
78169,Q,Q1
78170,U,U1
78171,U,U3
78172,E,E2
78173,K,K2
78174,L,L2
78175,U,U2
78176,G,G2
78177,B,B2
78178,E,E1
78179,D,D3
78180,W,W1
78181,E,E1
78182,Q,Q3
78183,F,F1
78184,G,G1
78185,R,R2
78186,R,R3
78187,Q,Q1
78188,L,L2
78189,O,O3
78190,M,M3
78191,J,J3
78192,E,E1
78193,J,J1
78194,L,L2
78195,C,C3
78196,D,D2
78197,J,J2
78198,M,M3
78199,S,S1
78200,D,D3
78201,M,M2
78202,L,L1
78203,R,R3
78204,M,M2
78205,N,N3
78206,E,E2
78207,C,C2
78208,E,E2
78209,W,W2
78210,E,E2
78211,G,G2
78212,O,O1
78213,Q,Q3
78214,N,N2
78215,D,D3
78216,E,E3
78217,G,G3
78218,E,E2
78219,N,N3
78220,M,M2
78221,M,M2
78222,C,C1
78223,K,K3
78224,C,C1
78225,O,O2
78226,E,E1
78227,D,D3
78228,L,L2
78229,J,J3
78230,B,B3
78231,,
78232,M,M2
78233,B,B1
78234,U,U2
78235,J,J3
78236,Q,Q2
78237,K,K2
78238,L,L1
78239,E,E2
78240,U,U2
78241,L,L1
78242,E,E3
78243,L,L3
78244,F,F1
78245,F,F2
78246,C,C1
78247,C,C1
78248,N,N3
78249,O,O1
78250,Q,Q1
78251,K,K2
78252,E,E2
78253,M,M2
78254,O,O1
78255,B,B3
78256,U,U2
78257,F,F2
78258,U,U3
78259,U,U3
78260,N,N2
78261,D,D1
78262,R,R1
78263,C,C2
78264,C,C2
78265,G,G3
78266,E,E3
78267,G,G2
78268,D,D2
78269,B,B2
78270,L,L2
78271,N,N1
78272,G,G3
78273,M,M3
78274,B,B3
78275,C,C3
78276,M,M1
78277,O,O2
78278,C,C3
78279,B,B1
78280,B,B2
78281,L,L2
78282,M,M1
78283,C,C3
78284,W,W2
78285,E,E3
78286,Q,Q2
78287,R,R3
78288,J,J1
78289,S,S2
78290,D,D2
78291,S,S3
78292,O,O1
78293,M,M1
78294,B,B1
78295,G,G2
78296,M,M2
78297,J,J1
78298,O,O3
78299,E,E1
78300,Q,Q2
78301,O,O1
78302,L,L2
78303,G,G3
78304,W,W2
78305,O,O1
78306,U,U1
78307,U,U1
78308,U,U1
78309,J,J3
78310,M,M3
78311,D,D2
78312,U,U1
78313,N,N3
78314,R,R3
78315,U,U3
78316,J,J3
78317,U,U1
78318,G,G1
78319,D,D1
78320,B,B3
78321,R,R3
78322,B,B1
78323,D,D3
78324,U,U1
78325,Q,Q3
78326,N,N1
78327,Q,Q3
78328,L,L1
78329,W,W3
78330,N,N3
78331,U,U1
78332,B,B1
78333,F,F3
78334,R,R3
78335,S,S3
78336,N,N2
78337,Q,Q3
78338,G,G2
78339,E,E3
78340,G,G3
78341,L,L2
78342,R,R1
78343,E,E3
78344,N,N1
78345,L,L2
78346,E,E2
78347,K,K3
78348,J,J2
78349,B,B3
78350,B,B3
78351,E,E3
78352,R,R3
78353,K,K1
78354,K,K2
78355,G,G2
78356,E,E2
78357,N,N1
78358,C,C1
78359,L,L2
78360,U,U1
78361,M,M2
78362,J,J3
78363,J,J1
78364,C,C3
78365,B,B1
78366,C,C2
78367,L,L2
78368,W,W3
78369,M,M1
78370,D,D1
78371,N,N3
78372,M,M3
78373,Q,Q2
78374,Q,Q2
78375,G,G2
78376,J,J2
78377,S,S1
78378,W,W2
78379,R,R1
78380,W,W3
78381,E,E3
78382,L,L2
78383,U,U1
78384,E,E1
78385,N,N2
78386,D,D1
78387,L,L3
78388,Q,Q3
78389,Q,Q3
78390,R,R1
78391,G,G3
78392,R,R3
78393,W,W3
78394,J,J3
78395,L,L3
78396,E,E3
78397,N,N3
78398,J,J1
78399,D,D2
78400,C,C3
78401,B,B3
78402,C,C3
78403,J,J2
78404,C,C1
78405,U,U3
78406,L,L2
78407,D,D2
78408,U,U1
78409,C,C3
78410,K,K1
78411,L,L1
78412,S,S1
78413,M,M3
78414,O,O1
78415,U,U2
78416,O,O3
78417,B,B3
78418,S,S3
78419,C,C1
78420,E,E3
78421,R,R3
78422,E,E3
78423,W,W2
78424,U,U2
78425,L,L2
78426,R,R2
78427,J,J3
78428,Q,Q1
78429,F,F1
78430,D,D3
78431,K,K1
78432,J,J2
78433,W,W1
78434,N,N1
78435,F,F3
78436,M,M2
78437,W,W1
78438,U,U2
78439,R,R3
78440,U,U1
78441,U,U3
78442,W,W2
78443,N,N2
78444,B,B3
78445,M,M1
78446,N,N1
78447,L,L2
78448,F,F2
78449,U,U1
78450,U,U2
78451,E,E3
78452,E,E1
78453,U,U2
78454,B,B2
78455,N,N1
78456,L,L2
78457,D,D3
78458,B,B2
78459,J,J1
78460,U,U3
78461,U,U1
78462,J,J1
78463,D,D1
78464,D,D1
78465,N,N3
78466,L,L2
78467,J,J3
78468,U,U3
78469,N,N3
78470,B,B2
78471,N,N1
78472,E,E1
78473,B,B2
78474,N,N2
78475,U,U2
78476,F,F3
78477,M,M2
78478,N,N3
78479,K,K1
78480,N,N3
78481,G,G3
78482,W,W3
78483,G,G2
78484,R,R3
78485,D,D3
78486,U,U1
78487,J,J1
78488,L,L1
78489,C,C3
78490,M,M2
78491,J,J2
78492,Q,Q3
78493,B,B2
78494,O,O1
78495,R,R1
78496,U,U1
78497,F,F2
78498,B,B3
78499,C,C1
78500,C,C1
78501,U,U2
78502,N,N1
78503,C,C3
78504,B,B1
78505,U,U2
78506,U,U2
78507,F,F3
78508,C,C3
78509,U,U3
78510,D,D2
78511,M,M1
78512,J,J2
78513,B,B1
78514,D,D3
78515,C,C2
78516,E,E2
78517,J,J1
78518,N,N2
78519,L,L2
78520,M,M2
78521,E,E2
78522,B,B2
78523,D,D3
78524,E,E2
78525,F,F2
78526,U,U1
78527,Q,Q1
78528,G,G2
78529,D,D2
78530,B,B3
78531,U,U3
78532,K,K3
78533,S,S3
78534,N,N1
78535,D,D1
78536,M,M2
78537,E,E3
78538,Q,Q3
78539,F,F1
78540,M,M1
78541,N,N2
78542,C,C3
78543,E,E1
78544,R,R3
78545,S,S1
78546,E,E2
78547,K,K3
78548,E,E1
78549,G,G1
78550,U,U3
78551,W,W2
78552,O,O1
78553,B,B3
78554,K,K3
78555,W,W2
78556,D,D1
78557,J,J3
78558,Q,Q2
78559,N,N1
78560,W,W3
78561,E,E3
78562,E,E3
78563,G,G3
78564,M,M1
78565,D,D3
78566,E,E2
78567,U,U2
78568,O,O1
78569,E,E2
78570,C,C2
78571,M,M3
78572,W,W3
78573,O,O2
78574,M,M3
78575,M,M3
78576,M,M3
78577,U,U2
78578,F,F2
78579,B,B3
78580,C,C1
78581,W,W2
78582,J,J3
78583,F,F2
78584,K,K2
78585,E,E2
78586,B,B2
78587,U,U1
78588,D,D3
78589,B,B1
78590,D,D1
78591,U,U2
78592,W,W2
78593,D,D3
78594,R,R2
78595,R,R1
78596,F,F2
78597,M,M1
78598,J,J2
78599,L,L2
78600,J,J2
78601,J,J2
78602,M,M3
78603,E,E1
78604,U,U3
78605,S,S3
78606,U,U2
78607,Q,Q1
78608,E,E1
78609,O,O2
78610,N,N3
78611,U,U3
78612,C,C2
78613,O,O3
78614,U,U1
78615,M,M1
78616,E,E3
78617,K,K1
78618,U,U3
78619,B,B3
78620,J,J3
78621,E,E3
78622,N,N3
78623,M,M3
78624,S,S2
78625,B,B1
78626,K,K1
78627,K,K1
78628,W,W3
78629,D,D2
78630,M,M1
78631,K,K3
78632,M,M2
78633,M,M1
78634,M,M3
78635,J,J3
78636,G,G3
78637,O,O1
78638,U,U2
78639,R,R2
78640,J,J2
78641,M,M3
78642,Q,Q2
78643,E,E2
78644,E,E2
78645,M,M3
78646,C,C2
78647,N,N2
78648,B,B2
78649,U,U2
78650,O,O2
78651,N,N3
78652,R,R3
78653,M,M1
78654,G,G3
78655,N,N2
78656,E,E2
78657,Q,Q2
78658,F,F2
78659,B,B1
78660,U,U1
78661,B,B3
78662,R,R3
78663,M,M3
78664,M,M3
78665,J,J3
78666,U,U3
78667,E,E2
78668,K,K2
78669,D,D1
78670,W,W1
78671,L,L3
78672,C,C1
78673,Q,Q3
78674,R,R2
78675,R,R3
78676,N,N3
78677,N,N3
78678,L,L2
78679,R,R1
78680,M,M1
78681,D,D3
78682,W,W2
78683,J,J3
78684,J,J3
78685,Q,Q2
78686,B,B3
78687,Q,Q1
78688,Q,Q2
78689,D,D3
78690,W,W2
78691,F,F1
78692,U,U3
78693,J,J2
78694,J,J2
78695,U,U1
78696,U,U2
78697,J,J1
78698,J,J2
78699,J,J1
78700,F,F2
78701,E,E3
78702,D,D1
78703,Q,Q2
78704,G,G2
78705,R,R2
78706,D,D2
78707,G,G3
78708,W,W3
78709,C,C2
78710,C,C2
78711,L,L2
78712,R,R1
78713,K,K2
78714,O,O3
78715,M,M2
78716,U,U1
78717,E,E2
78718,Q,Q3
78719,S,S3
78720,J,J2
78721,D,D2
78722,C,C3
78723,U,U1
78724,M,M1
78725,E,E3
78726,W,W2
78727,M,M1
78728,E,E1
78729,N,N1
78730,W,W2
78731,D,D1
78732,E,E2
78733,Q,Q2
78734,W,W3
78735,L,L1
78736,M,M1
78737,E,E2
78738,R,R1
78739,K,K1
78740,M,M1
78741,U,U2
78742,N,N1
78743,B,B2
78744,R,R3
78745,J,J3
78746,R,R2
78747,G,G1
78748,N,N3
78749,M,M2
78750,B,B1
78751,F,F2
78752,K,K3
78753,F,F3
78754,O,O1
78755,G,G3
78756,M,M2
78757,U,U1
78758,N,N2
78759,F,F2
78760,C,C1
78761,M,M2
78762,Q,Q3
78763,F,F1
78764,W,W3
78765,E,E3
78766,L,L2
78767,D,D2
78768,M,M2
78769,B,B3
78770,C,C3
78771,E,E1
78772,D,D3
78773,M,M3
78774,U,U1
78775,J,J1
78776,F,F2
78777,K,K2
78778,D,D3
78779,D,D1
78780,U,U2
