id,Type,Description,Value
3012010,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between three parcels of parcels of land.  Proposed parcel sizes are: A)17,876 sq.ft.; B)23,379 sq.ft. ; C)1,781 sq.ft.",$0.00
3012122,SEPA THRESHOLD DETERMINATION,ON HOLD PENDING FEES 4/1/16 MH - Land Use Application to allow two-three unit townhouse structures in an environmentally critical area. Parking for six vehicles to be provided within the structures. Environmental review includes future unit lot subdivision.,$500000.00
3012112,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between three parcels of land. Proposed parcel sizes are:  A)4,1740 sq. ft., B)4,174.0, and C)4,5270 sq. ft. Existing single family residence to remain.  Existing shed, garage, and rear porch to be demolished.",$0.00
3012100,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow two, three unit townhouse structures in an environmentally critical area. Parking for six vehicles to be provided within the structures. Environmental review includes future unit lot subdivision (Project #3012099)..",$600000.00
3012110,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: A)2,874.5 sq.ft., B)2,874.5 sq.ft.",$0.00
3012072,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 9,200 sq. ft. addition to an existing building. Addendum to EIS for the Seattle Center Master Plan has been prepared by Seattle Center. Project also includes 5,400 cu. yds. of grading.",$9200000.00
3012016,ADMINISTRATIVE CONDITIONAL USE,Land Use Application to allow the expansion of an existing religious facility (Flock Church) with a 648 sq. ft. addition and two additional parking spaces in an environmentally critical area.,$100000.00
3012057,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline Substantial Development Application to continue use of an offshore dredge material disposal site located approximately one mile north of Harbor Island.  Original Environmental Impact Statement prepared by Department of Natural Resources, Department of Ecology, Army Corps of Engineers, and the Environmental Protection Agency.  (Previously approved DPD Projects 8702092 and 2002056.)",$5000.00
3011281,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 1-story, 10,000 sq. ft. addition to an existing structure, 350 lineal feet of retaining wall, repaving of existing site and paving of new 3,000 sq. ft. area, new storm water drainage collection system and 38,000 cu. yds. of grading in an environmentally critical area. Project includes work in the right-of-way (Detroit Ave SW) consisting of the demolition of five structures totaling 3,090 sq. ft. and the construction of a retaining wall.",$1200000.00
3010470,ADMIN DESIGN REVIEW WITH EDG,"Land Use Application to allow a three-story, four-unit townhouse structure.  Parking for four vehicles to be provided within the structure.  Existing residential structure to be demolished.",$675000.00
3012075,LOT BOUNDARY ADJUSTMENT PLAT,Land use application to adjust the boundary between two parcels of land.,$0.00
3012058,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 500 sq. ft. first floor and 3,000 sq. ft. second story addition to an existing office building. Project includes restriping of parking lot and sidewalk improvements.",$800000.00
3011476,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a 6-story building containing 84 low income housing units, above 6, 908 sq. ft. of accessory office space and common area.  (Plymouth Housing Group). Review includes 2,050 cubic yards of grading and 21 bicycle spaces.",$1.00
3011895,SHORT PLAT,"Land Use Application to subdivide one parcel into two parcels of land.  Proposed parcel sizes are: A) 14,400 sq. ft. and B) 960 sq. ft. Existing structure to be demolished.",$0.00
3009104,SHORT PLAT,Land Use Application to subdivide one development site into four unit lots. The construction of residential units has been approved under Project #6194792. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3012027,ADMINISTRATIVE CONDITIONAL USE,"Land Use Application to change the use of an existing 1,458 sq. ft. retail space to an eating and drinking establishment (OutWest Bar).",$15000.00
3011925,ADMIN DESIGN REVIEW WITH EDG,"Land Use Application to allow the removal of three exceptional trees on the NW Hospital Campus. Trees located immediately east of the main drive, opposite the parking pay booths.",$250000.00
3007906,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",Land Use Application to allow a 7-story structure containing 145 residential units. Parking for 72 vehicles to be provided below grade. Existing 2-story building to be demolished.,$12400000.00
3006141,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow the addition of one residential unit to two (2) three-unit apartment buildings, for a total of eight residential units in two buildings (four residential units each).",$175000.00
3011659,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: Y)42,919 sq ft, Z)49,966 sq.ft.",$0.00
3011662,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 3,000,000 million gallon capacity utility service use for a new storm water retention facility (Seattle Public Utilities). Review includes demolition of five buildings (35,400 sq. ft.) and 36,500 cu. yds. of grading. Determination of Non-Significance prepared by Seattle Public Utilities.",$3000000.00
3012038,SEPA THRESHOLD DETERMINATION,Land Use Application to allow a minor communication utility consisting of 12 panel antennas on the rooftop of an existing office building (Verizon). Six new equipment cabinets will be located in the basement parking garage.,$150000.00
3012051,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: A)4350.9 sq ft, B)4266.2 sq.ft.",$0.00
3011990,SHORT PLAT,Land Use Application to subdivide one development site into four unit lots. The construction of residential units has been approved under Project #6192751. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3011716,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION, VARIANCE","Land Use Application to allow an expansion of an existing institution (Seattle Waldorf School) in an environmentally critical area. Project includes change of use from single family to an institution (3,800 sq. ft.) and an ADA accessible ramp.  No change in parking.",$47000.00
3011975,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between two parcels of land.Proposed parcel sizes are: Y)13,555 sq.ft. and Z)7,078 sq.ft. Existing structures to remain.",$0.00
3011593,SHORELINE DEVELOPMENT,Shoreline Substantial Development Application to allow a minor communication utility consisting of 16 panel antennas and nine new equipment cabinets (Verizon). To be located on the rooftop of an existing hotel (The Marriott).,$200000.00
3011906,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",Land Use Application to subdivide one development site into two unit lots in an environmentally critical area. The construction of residential units has been approved under Permit #414483 (1952). This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3011720,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",Land Use Application to allow a four-story building containing one live-work unit at grade with 51 residential units above. Parking for 33 vehicles to be provided within the structure.,$1400000.00
3012003,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT","Shoreline Substantial Development Application to allow 230 sq. ft. second story addition, a 39 sq. ft. first floor addition and interior alterations to existing floating home. (House Boat #3)",$250000.00
3007301,"SEPA THRESHOLD DETERMINATION, SHORT PLAT","Land Use Application to subdivide one parcel into two parcels of land in an environmentally critical area. Proposed parcel sizes are: A) 9.632   sq. ft. and B) 10,368 sq. ft.  Existing structure to remain.",$0.00
3012034,VARIANCE,"Land Use Application to remove two existing 4 ft. by 8 ft. illuminated double faced signs and replace with two, 4 ft. by 8 ft. illuminated double faced electronic signs on existing monopoles for an institution (South Seattle Community College).",$1.00
3011443,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a four-story, 52 unit residential building with parking for 26 vehicles located at and below grade (Mercy Housing Northwest). Review includes 6,000 cu. yds. of grading.",$1.00
3012039,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION","Revision to 3005938;  Land Use Application to allow a four-story structure with 29 units of lodging (Hotel), indoor participant sports on second and third floors (11,850 sq. ft., Olympic Athletic Club) above 2,650 sq. ft. of retail.  Parking for 63 vehicles will be located at and below grade.  Review includes demolition of remaining structure (6,300 sq. ft.).  This is a revision of issued Permit #3005938 consisting of a change of the apartments to lodging and a reduction in parking from 79 to 63",$1.00
3012032,SHORT PLAT,"Land Use Application to subdivide one parcel into four parcels of land.  Proposed parcel sizes are: A) 1,022.5 sq. ft., B) 1,022.2 sq. ft., C) 1,349.7 sq. ft. and D) 4,099.2 sq. ft. Project also includes unit lot subdivision of Parcel D into four unit lots. The construction of a townhouse and live/work structure has been approved under Project #6253885. The subdivision of Parcel D is only for the purpose of allowing sale or lease of the unit lots. Development standards for Parcel D will be appli",$0.00
