id,applicant_id,permit_type,decision_type,design_review_included,status
5600,,SHORT PLAT,II,N,Permit Finaled
5601,,SHORT PLAT,II,N,CANCELLED
5602,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5603,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5604,,SHORT PLAT,II,N,CANCELLED
5605,,OTHER LAND USE ACTIONS,II,N,Permit Closed
5606,,SHORT PLAT,II,N,Permit Finaled
5607,,SHORT PLAT,II,N,Permit Closed
5608,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5609,,SHORT PLAT,II,N,Permit Finaled
5610,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5611,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
5612,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5613,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
5614,,SHORT PLAT,II,N,Permit Finaled
5615,,SHORT PLAT,II,N,Permit Finaled
5616,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5617,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5618,,SHORT PLAT,II,N,Permit Finaled
5619,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5620,,SUBDIVISION PLAT,III,N,Permit Finaled
5621,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5622,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5623,,SHORT PLAT,II,N,Permit Finaled
5624,,SHORT PLAT,II,N,Permit Finaled
5625,,SHORT PLAT,II,N,Permit Finaled
5626,,SHORT PLAT,II,N,Permit Finaled
5627,,SHORT PLAT,II,N,Permit Finaled
5628,,SHORT PLAT,II,N,Permit Finaled
5629,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
5630,,SHORT PLAT,II,N,Permit Finaled
5631,,SHORT PLAT,II,N,Permit Finaled
5632,,SHORT PLAT,II,N,Permit Finaled
5633,,SHORT PLAT,II,N,Permit Finaled
5634,,SHORT PLAT,II,N,Permit Finaled
5635,,,II,,
5636,,SHORT PLAT,II,N,Permit Finaled
5637,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5638,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
5639,,SHORT PLAT,II,N,Permit Finaled
5640,,SHORT PLAT,II,N,Permit Finaled
5641,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5642,,SHORT PLAT,II,N,Permit Finaled
5643,,SHORT PLAT,II,N,Permit Finaled
5644,,SHORT PLAT,II,N,Permit Finaled
5645,,SHORT PLAT,II,N,Permit Finaled
5646,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5647,,SHORT PLAT,II,N,Permit Finaled
5648,,SHORT PLAT,II,N,Permit Finaled
5649,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
5650,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5651,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5652,,SHORT PLAT,II,N,Permit Finaled
5653,,SHORT PLAT,II,N,Permit Finaled
5654,,ENVIRONMENTALLY CRITICAL AREA,II,N,CANCELLED
5655,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5656,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",V,N,Permit Closed
5657,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5658,,SHORT PLAT,II,N,Permit Finaled
5659,,SHORT PLAT,II,N,Permit Finaled
5660,,SHORT PLAT,II,N,Permit Finaled
5661,,VARIANCE,II,N,Permit Closed
5662,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5663,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5664,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5665,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
5666,,SHORT PLAT,II,N,CANCELLED
5667,,SHORT PLAT,II,N,Permit Finaled
5668,,SHORT PLAT,II,N,Permit Finaled
5669,,SHORT PLAT,II,N,Permit Finaled
5670,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5671,,SHORT PLAT,,N,Permit Finaled
5672,,SHORT PLAT,II,N,Permit Finaled
5673,,SHORT PLAT,II,,
5674,,SHORT PLAT,II,N,CANCELLED
5675,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5676,,"ADMINISTRATIVE CONDITIONAL USE, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5677,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5678,,SHORT PLAT,II,N,Permit Finaled
5679,,SHORT PLAT,II,N,Permit Finaled
5680,,SHORT PLAT,II,N,Permit Finaled
5681,,SHORT PLAT,II,N,Permit Finaled
5682,,SHORT PLAT,II,N,Permit Finaled
5683,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5684,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5685,,SHORT PLAT,II,N,Permit Finaled
5686,,STREAMLINED ADMIN DESIGN RVW,,,
5687,,SHORT PLAT,II,N,Permit Finaled
5688,,SHORT PLAT,II,N,Permit Finaled
5689,,ADMINISTRATIVE CONDITIONAL USE,II,N,CANCELLED
5690,,SHORT PLAT,II,N,Permit Finaled
5691,,SHORT PLAT,II,N,Permit Finaled
5692,,SHORT PLAT,II,N,Permit Closed
5693,,VARIANCE,II,N,Permit Issued
5694,,SHORT PLAT,II,N,Permit Finaled
5695,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5696,,SHORT PLAT,II,N,Permit Finaled
5697,,SHORT PLAT,II,N,CANCELLED
5698,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5699,,ENVIRONMENTALLY CRITICAL AREA,II,N,Permit Issued
5700,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
5701,,SHORT PLAT,II,N,Permit Finaled
5702,,SHORT PLAT,II,N,Permit Finaled
5703,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5704,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5705,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5706,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5707,,SHORT PLAT,II,N,Permit Finaled
5708,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
5709,,ENVIRONMENTALLY CRITICAL AREA,II,N,Permit Closed
5710,,SHORT PLAT,II,N,Permit Finaled
5711,,SHORT PLAT,II,N,Permit Finaled
5712,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5713,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5714,,SHORT PLAT,II,N,Permit Finaled
5715,,SHORT PLAT,II,N,Permit Finaled
5716,,SHORT PLAT,II,N,Permit Finaled
5717,,SHORT PLAT,II,N,Permit Finaled
5718,,ADMINISTRATIVE CONDITIONAL USE,II,N,CANCELLED
5719,,SHORT PLAT,II,N,Permit Finaled
5720,,SHORT PLAT,II,N,Permit Finaled
5721,,SHORT PLAT,II,N,Permit Finaled
5722,,SHORT PLAT,II,N,Permit Finaled
5723,,SHORT PLAT,II,N,Permit Finaled
5724,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5725,,SHORT PLAT,II,N,Permit Finaled
5726,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Closed
5727,,SHORT PLAT,II,N,Permit Finaled
5728,,SHORT PLAT,II,N,CANCELLED
5729,,SHORT PLAT,II,N,Permit Finaled
5730,,SHORT PLAT,II,N,Permit Finaled
5731,,SHORT PLAT,II,N,Permit Finaled
5732,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
5733,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5734,,SHORT PLAT,II,N,Permit Finaled
5735,,SHORT PLAT,II,N,Permit Finaled
5736,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5737,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5738,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5739,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5740,,SHORT PLAT,II,N,Permit Finaled
5741,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Finaled
5742,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5743,,VARIANCE,II,N,CANCELLED
5744,,SHORT PLAT,II,N,Permit Finaled
5745,,SUBDIVISION PLAT,III,N,Permit Closed
5746,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5747,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5748,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5749,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5750,,SHORT PLAT,II,N,Permit Finaled
5751,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5752,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5753,,SHORT PLAT,II,N,CANCELLED
5754,,SHORT PLAT,II,N,Permit Finaled
5755,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5756,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5757,,SHORT PLAT,II,N,Permit Finaled
5758,,SHORT PLAT,II,N,CANCELLED
5759,,SHORT PLAT,II,N,Permit Finaled
5760,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5761,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5762,,SHORT PLAT,II,N,Permit Finaled
5763,,STREAMLINED ADMIN DESIGN RVW,,,
5764,,SHORT PLAT,II,N,Permit Finaled
5765,,SHORT PLAT,II,N,Permit Finaled
5766,,SHORT PLAT,II,N,Permit Finaled
5767,,SHORT PLAT,II,N,Permit Finaled
5768,,SHORT PLAT,II,N,Permit Finaled
5769,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5770,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5771,,SHORT PLAT,II,N,Permit Finaled
5772,,VARIANCE,II,N,Permit Closed
5773,,SHORT PLAT,II,N,Permit Finaled
5774,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5775,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5776,,SHORT PLAT,II,N,Permit Finaled
5777,,SHORT PLAT,II,N,Permit Finaled
5778,,SHORT PLAT,II,N,Permit Finaled
5779,,SHORT PLAT,II,N,Permit Finaled
5780,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION, SUBDIVISION PLAT",III,N,Permit Finaled
5781,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5782,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5783,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5784,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5785,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
5786,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5787,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5788,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
5789,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5790,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5791,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5792,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
5793,,SHORT PLAT,II,N,Permit Finaled
5794,,SHORT PLAT,II,N,Permit Finaled
5795,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5796,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5797,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
5798,,SEPA THRESHOLD DETERMINATION,II,N,Permit Finaled
5799,,SIDEWALK CAFE,I,N,Permit Issued
5800,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5801,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
5802,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
5803,,SHORT PLAT,II,N,CANCELLED
5804,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT, SHORELINE VARIANCE",II,N,Permit Closed
5805,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
5806,,SHORT PLAT,II,N,Permit Closed
5807,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5808,,ADMINISTRATIVE DESIGN REVIEW,II,Y,Permit Closed
5809,,SIDEWALK CAFE,I,N,Permit Closed
5810,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,CANCELLED
5811,,SHORT PLAT,II,N,Permit Finaled
5812,,SHORT PLAT,II,N,Permit Finaled
5813,,SEPA THRESHOLD DETERMINATION,II,,CANCELLED
5814,,SHORT PLAT,II,N,Permit Finaled
5815,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5816,,SHORT PLAT,II,N,Permit Finaled
5817,,SHORT PLAT,II,N,Permit Finaled
5818,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
5819,,SHORT PLAT,II,N,Permit Finaled
5820,,SHORT PLAT,II,N,CANCELLED
5821,,SHORT PLAT,II,N,Permit Finaled
5822,,SHORT PLAT,II,N,Permit Finaled
5823,,SHORT PLAT,II,N,CANCELLED
5824,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
5825,,SIDEWALK CAFE,I,N,Permit Closed
5826,,SUBDIVISION PLAT,II,,
5827,,SHORT PLAT,II,N,Permit Finaled
5828,,SHORT PLAT,II,N,Permit Finaled
5829,,SHORT PLAT,II,N,Permit Finaled
5830,,ADMINISTRATIVE DESIGN REVIEW,II,Y,Permit Closed
5831,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5832,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5833,,"COUNCIL ACTION, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",IV,Y,Permit Issued
5834,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5835,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5836,,SHORT PLAT,II,N,Permit Finaled
5837,,SHORT PLAT,II,N,Permit Finaled
5838,,SHORT PLAT,II,N,Permit Finaled
5839,,SHORT PLAT,II,N,Permit Finaled
5840,,SHORT PLAT,II,N,Permit Finaled
5841,,SHORT PLAT,II,N,Permit Finaled
5842,,SHORT PLAT,II,N,Permit Finaled
5843,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5844,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
5845,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5846,,SHORT PLAT,II,N,Permit Finaled
5847,,SHORT PLAT,II,N,Permit Finaled
5848,,"SEPA THRESHOLD DETERMINATION, VARIANCE",II,N,Permit Closed
5849,,SHORT PLAT,II,N,Permit Finaled
5850,,SHORT PLAT,II,N,Permit Finaled
5851,,SHORT PLAT,II,N,Permit Finaled
5852,,SHORT PLAT,II,N,Permit Finaled
5853,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Closed
5854,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5855,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5856,,VARIANCE,II,N,Permit Issued
5857,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
5858,,SUBDIVISION PLAT,III,N,Permit Closed
5859,,SUBDIVISION PLAT,III,N,Permit Finaled
5860,,SIDEWALK CAFE,I,N,Permit Closed
5861,,SHORT PLAT,II,N,Permit Finaled
5862,,SHORT PLAT,II,N,Permit Finaled
5863,,SHORT PLAT,II,N,Permit Finaled
5864,,,,,CANCELLED
5865,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
5866,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5867,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5868,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5869,,SHORT PLAT,II,N,Permit Closed
5870,,SHORT PLAT,II,N,Permit Finaled
5871,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5872,,SHORT PLAT,II,N,Permit Closed
5873,,SHORT PLAT,II,N,CANCELLED
5874,,SIDEWALK CAFE,I,N,Permit Issued
5875,,"ADMINISTRATIVE CONDITIONAL USE, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5876,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
5877,,ADMIN DESIGN REVIEW WITH EDG,II,Y,CANCELLED
5878,,SHORT PLAT,II,N,Permit Finaled
5879,,SHORT PLAT,II,N,Permit Finaled
5880,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5881,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5882,,SHORT PLAT,II,N,Permit Finaled
5883,,SHORT PLAT,II,N,Permit Finaled
5884,,SHORT PLAT,II,N,Permit Finaled
5885,,SHORT PLAT,II,N,Permit Finaled
5886,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",IV,N,Permit Closed
5887,,SIDEWALK CAFE,I,N,Permit Closed
5888,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5889,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5890,,SHORT PLAT,II,N,Permit Finaled
5891,,SHORT PLAT,II,N,Permit Finaled
5892,,SHORT PLAT,II,N,Permit Finaled
5893,,SHORT PLAT,II,N,Permit Finaled
5894,,SHORT PLAT,II,N,Permit Finaled
5895,,SHORT PLAT,II,N,CANCELLED
5896,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION, SUBDIVISION PLAT",III,N,Permit Finaled
5897,,SIDEWALK CAFE,I,N,Permit Closed
5898,,SHORT PLAT,II,N,Permit Finaled
5899,,SHORT PLAT,II,N,Permit Finaled
5900,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5901,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5902,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5903,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",IV,N,CANCELLED
5904,,SEPA THRESHOLD DETERMINATION,II,,CANCELLED
5905,,SHORT PLAT,II,N,CANCELLED
5906,,SHORT PLAT,II,N,Permit Finaled
5907,,SHORT PLAT,II,N,Permit Finaled
5908,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5909,,"COUNCIL ACTION, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",IV,Y,CANCELLED
5910,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
5911,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5912,,ADMIN DESIGN REVIEW WITH EDG,II,Y,CANCELLED
5913,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5914,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5915,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5916,,SHORT PLAT,II,N,Permit Finaled
5917,,SHORT PLAT,II,N,Permit Finaled
5918,,SHORT PLAT,II,N,Permit Finaled
5919,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5920,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5921,,OTHER LAND USE ACTIONS,I,N,CANCELLED
5922,,"ENVIRONMENTALLY CRITICAL AREA, VARIANCE",II,N,Permit Closed
5923,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5924,,SHORT PLAT,II,N,Permit Finaled
5925,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5926,,SIDEWALK CAFE,I,N,Permit Closed
5927,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",IV,N,Permit Closed
5928,,SHORT PLAT,II,N,Permit Finaled
5929,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5930,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
5931,,SUBDIVISION PLAT,III,N,Permit Closed
5932,,SHORT PLAT,II,N,Permit Finaled
5933,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,N,CANCELLED
5934,,SHORT PLAT,II,N,Permit Finaled
5935,,SHORT PLAT,II,N,Permit Finaled
5936,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Closed
5937,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
5938,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5939,,SHORT PLAT,II,N,Permit Finaled
5940,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5941,,SIDEWALK CAFE,I,N,CANCELLED
5942,,SHORT PLAT,II,N,Permit Finaled
5943,,SHORT PLAT,II,N,Permit Finaled
5944,,SHORT PLAT,II,N,Permit Finaled
5945,,SHORT PLAT,II,N,Permit Finaled
5946,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,CANCELLED
5947,,SHORT PLAT,II,N,Permit Finaled
5948,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5949,,SHORT PLAT,II,N,Permit Finaled
5950,,SHORT PLAT,II,N,Permit Finaled
5951,,SHORT PLAT,II,N,Permit Finaled
5952,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5953,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5954,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
5955,,SHORT PLAT,II,N,Permit Finaled
5956,,SHORT PLAT,II,N,CANCELLED
5957,,SHORT PLAT,II,N,Permit Finaled
5958,,"SEPA THRESHOLD DETERMINATION, SUBDIVISION PLAT",III,N,CANCELLED
5959,,SHORT PLAT,II,N,Permit Finaled
5960,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5961,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,CANCELLED
5962,,VARIANCE,II,N,Permit Issued
5963,,SHORT PLAT,II,N,Permit Finaled
5964,,SHORT PLAT,II,N,Permit Finaled
5965,,SHORT PLAT,II,N,Permit Finaled
5966,,SHORT PLAT,II,N,Permit Finaled
5967,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Closed
5968,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
5969,,SHORT PLAT,II,N,Permit Finaled
5970,,SHORT PLAT,II,N,Permit Finaled
5971,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5972,,SHORT PLAT,II,N,Permit Finaled
5973,,SHORT PLAT,II,N,Permit Finaled
5974,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5975,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
5976,,SHORT PLAT,II,N,Permit Finaled
5977,,SHORT PLAT,II,N,Permit Finaled
5978,,SHORT PLAT,II,N,Permit Finaled
5979,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5980,,SIDEWALK CAFE,I,N,Permit Closed
5981,,,II,,
5982,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
5983,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
5984,,SIDEWALK CAFE,I,N,Permit Closed
5985,,SHORT PLAT,II,N,Permit Finaled
5986,,SHORT PLAT,II,N,Permit Finaled
5987,,SHORT PLAT,II,N,Permit Finaled
5988,,SHORT PLAT,II,N,Permit Finaled
5989,,VARIANCE,II,N,Permit Closed
5990,,SHORT PLAT,II,N,Permit Closed
5991,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
5992,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
5993,,SIDEWALK CAFE,I,N,Permit Issued
5994,,SHORT PLAT,II,,CANCELLED
5995,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
5996,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
5997,,SHORT PLAT,II,N,Permit Finaled
5998,,SHORT PLAT,II,N,Permit Finaled
5999,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
6000,,SHORT PLAT,II,N,Permit Finaled
6001,,VARIANCE,II,N,Permit Closed
6002,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
6003,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Finaled
6004,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
6005,,SHORT PLAT,II,N,Permit Finaled
6006,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
6007,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
6008,,SHORT PLAT,II,N,Permit Finaled
6009,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
6010,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
6011,,SHORT PLAT,II,N,Permit Finaled
6012,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Closed
6013,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
6014,,SHORT PLAT,II,N,Permit Finaled
6015,,SHORT PLAT,II,N,Permit Closed
6016,,SHORT PLAT,II,N,Permit Issued
6017,,SHORT PLAT,II,N,Permit Finaled
6018,,"DESIGN REVIEW, SEPA THRESHOLD DETERMINATION",II,Y,Permit Closed
6019,,SEPA THRESHOLD DETERMINATION,II,N,Permit Closed
6020,,SHORT PLAT,II,N,Permit Finaled
6021,,SHORT PLAT,II,N,Permit Finaled
